,proband_id,test_name,phase,trialn,matrix,array,ans,rsp,rt
12,4426,matrix_reasoning,test,11,C:\Users\oleach\Charlie-master\Charlie-master\charlie\stimuli\visual\matrix_reasoning\M012.png,C:\Users\oleach\Charlie-master\Charlie-master\charlie\stimuli\visual\matrix_reasoning\M012a.png,1,0,4074
13,4426,matrix_reasoning,test,12,C:\Users\oleach\Charlie-master\Charlie-master\charlie\stimuli\visual\matrix_reasoning\M013.png,C:\Users\oleach\Charlie-master\Charlie-master\charlie\stimuli\visual\matrix_reasoning\M013a.png,2,2,9995
14,4426,matrix_reasoning,test,13,C:\Users\oleach\Charlie-master\Charlie-master\charlie\stimuli\visual\matrix_reasoning\M014.png,C:\Users\oleach\Charlie-master\Charlie-master\charlie\stimuli\visual\matrix_reasoning\M014a.png,0,1,9152
15,4426,matrix_reasoning,test,14,C:\Users\oleach\Charlie-master\Charlie-master\charlie\stimuli\visual\matrix_reasoning\M015.png,C:\Users\oleach\Charlie-master\Charlie-master\charlie\stimuli\visual\matrix_reasoning\M015a.png,1,2,3892
16,4426,matrix_reasoning,test,15,C:\Users\oleach\Charlie-master\Charlie-master\charlie\stimuli\visual\matrix_reasoning\M016.png,C:\Users\oleach\Charlie-master\Charlie-master\charlie\stimuli\visual\matrix_reasoning\M016a.png,3,4,6715
0,A109,matrix_reasoning,practice,0,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MA.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MAa.png,1,1,7084
1,A109,matrix_reasoning,test,0,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M001.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M001a.png,1,1,1403
2,A109,matrix_reasoning,test,1,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M002.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M002a.png,3,3,3025
3,A109,matrix_reasoning,test,2,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M003.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M003a.png,1,1,2414
4,A109,matrix_reasoning,test,3,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M004.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M004a.png,3,3,2396
5,A109,matrix_reasoning,test,4,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M005.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M005a.png,2,2,2004
6,A109,matrix_reasoning,test,5,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M006.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M006a.png,0,0,2651
7,A109,matrix_reasoning,test,6,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M007.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M007a.png,0,0,3088
8,A109,matrix_reasoning,test,7,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M008.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M008a.png,2,2,1970
9,A109,matrix_reasoning,test,8,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M009.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M009a.png,4,4,3286
10,A109,matrix_reasoning,test,9,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M010.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M010a.png,4,4,4756
11,A109,matrix_reasoning,test,10,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M011.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M011a.png,4,4,1740
12,A109,matrix_reasoning,test,11,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M012.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M012a.png,1,1,5798
13,A109,matrix_reasoning,test,12,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M013.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M013a.png,2,2,2722
14,A109,matrix_reasoning,test,13,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M014.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M014a.png,0,0,3124
15,A109,matrix_reasoning,test,14,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M015.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M015a.png,1,1,4532
16,A109,matrix_reasoning,test,15,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M016.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M016a.png,3,3,7395
17,A109,matrix_reasoning,test,16,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M017.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M017a.png,2,2,5231
18,A109,matrix_reasoning,test,17,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M018.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M018a.png,0,0,6737
19,A109,matrix_reasoning,test,18,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M019.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M019a.png,0,0,9704
20,A109,matrix_reasoning,test,19,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M020.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M020a.png,3,3,16731
21,A109,matrix_reasoning,test,20,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M021.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M021a.png,4,4,8433
22,A109,matrix_reasoning,test,21,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M022.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M022a.png,4,4,10849
23,A109,matrix_reasoning,test,22,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M023.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M023a.png,1,1,9480
24,A109,matrix_reasoning,test,23,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M024.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M024a.png,1,1,10502
25,A109,matrix_reasoning,test,24,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M025.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M025a.png,0,1,11545
26,A109,matrix_reasoning,test,25,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M026.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M026a.png,4,2,9278
27,A109,matrix_reasoning,test,26,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M027.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M027a.png,3,3,8398
28,A109,matrix_reasoning,test,27,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M028.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M028a.png,2,2,26125
29,A109,matrix_reasoning,test,28,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M029.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M029a.png,2,2,11299
30,A109,matrix_reasoning,test,29,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M030.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M030a.png,3,3,47246
31,A109,matrix_reasoning,test,30,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M031.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M031a.png,0,0,31390
32,A109,matrix_reasoning,test,31,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M032.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M032a.png,3,3,27631
33,A109,matrix_reasoning,test,32,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M033.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M033a.png,1,0,23754
34,A109,matrix_reasoning,test,33,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M034.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M034a.png,2,2,15607
35,A109,matrix_reasoning,test,34,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M035.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M035a.png,4,3,27867
0,A110,matrix_reasoning,practice,0,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MA.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MAa.png,1,1,3654
1,A110,matrix_reasoning,test,0,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M001.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M001a.png,1,1,1244
2,A110,matrix_reasoning,test,1,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M002.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M002a.png,3,3,2667
3,A110,matrix_reasoning,test,2,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M003.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M003a.png,1,1,2555
4,A110,matrix_reasoning,test,3,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M004.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M004a.png,3,3,2282
5,A110,matrix_reasoning,test,4,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M005.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M005a.png,2,2,2186
6,A110,matrix_reasoning,test,5,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M006.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M006a.png,0,0,3171
7,A110,matrix_reasoning,test,6,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M007.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M007a.png,0,0,1978
8,A110,matrix_reasoning,test,7,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M008.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M008a.png,2,2,2953
9,A110,matrix_reasoning,test,8,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M009.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M009a.png,4,4,3158
10,A110,matrix_reasoning,test,9,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M010.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M010a.png,4,4,4358
11,A110,matrix_reasoning,test,10,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M011.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M011a.png,4,4,3009
12,A110,matrix_reasoning,test,11,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M012.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M012a.png,1,1,3114
13,A110,matrix_reasoning,test,12,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M013.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M013a.png,2,2,4526
14,A110,matrix_reasoning,test,13,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M014.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M014a.png,0,0,4009
15,A110,matrix_reasoning,test,14,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M015.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M015a.png,1,1,3388
16,A110,matrix_reasoning,test,15,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M016.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M016a.png,3,3,6671
17,A110,matrix_reasoning,test,16,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M017.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M017a.png,2,2,8114
18,A110,matrix_reasoning,test,17,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M018.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M018a.png,0,0,2414
19,A110,matrix_reasoning,test,18,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M019.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M019a.png,0,0,23161
20,A110,matrix_reasoning,test,19,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M020.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M020a.png,3,4,11518
21,A110,matrix_reasoning,test,20,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M021.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M021a.png,4,4,19129
22,A110,matrix_reasoning,test,21,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M022.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M022a.png,4,4,9879
23,A110,matrix_reasoning,test,22,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M023.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M023a.png,1,1,9798
24,A110,matrix_reasoning,test,23,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M024.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M024a.png,1,3,8510
25,A110,matrix_reasoning,test,24,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M025.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M025a.png,0,1,7342
26,A110,matrix_reasoning,test,25,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M026.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M026a.png,4,4,12895
27,A110,matrix_reasoning,test,26,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M027.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M027a.png,3,3,13195
28,A110,matrix_reasoning,test,27,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M028.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M028a.png,2,0,27820
29,A110,matrix_reasoning,test,28,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M029.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M029a.png,2,2,18354
30,A110,matrix_reasoning,test,29,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M030.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M030a.png,3,1,15142
31,A110,matrix_reasoning,test,30,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M031.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M031a.png,0,0,25915
32,A110,matrix_reasoning,test,31,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M032.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M032a.png,3,1,11326
33,A110,matrix_reasoning,test,32,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M033.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M033a.png,1,2,19697
34,A110,matrix_reasoning,test,33,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M034.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M034a.png,2,3,27993
0,C102,matrix_reasoning,practice,0,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MA.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MAa.png,1,1,4649
1,C102,matrix_reasoning,test,0,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M001.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M001a.png,1,1,2504
2,C102,matrix_reasoning,test,1,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M002.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M002a.png,3,3,2699
3,C102,matrix_reasoning,test,2,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M003.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M003a.png,1,1,2508
4,C102,matrix_reasoning,test,3,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M004.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M004a.png,3,3,1786
5,C102,matrix_reasoning,test,4,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M005.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M005a.png,2,2,2370
6,C102,matrix_reasoning,test,5,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M006.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M006a.png,0,0,2807
7,C102,matrix_reasoning,test,6,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M007.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M007a.png,0,0,2295
8,C102,matrix_reasoning,test,7,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M008.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M008a.png,2,2,2278
9,C102,matrix_reasoning,test,8,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M009.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M009a.png,4,4,5941
10,C102,matrix_reasoning,test,9,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M010.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M010a.png,4,4,2654
11,C102,matrix_reasoning,test,10,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M011.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M011a.png,4,4,2066
12,C102,matrix_reasoning,test,11,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M012.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M012a.png,1,1,2954
13,C102,matrix_reasoning,test,12,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M013.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M013a.png,2,2,4254
14,C102,matrix_reasoning,test,13,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M014.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M014a.png,0,0,7809
15,C102,matrix_reasoning,test,14,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M015.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M015a.png,1,1,9098
16,C102,matrix_reasoning,test,15,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M016.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M016a.png,3,3,4686
17,C102,matrix_reasoning,test,16,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M017.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M017a.png,2,2,5535
18,C102,matrix_reasoning,test,17,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M018.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M018a.png,0,0,2532
19,C102,matrix_reasoning,test,18,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M019.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M019a.png,0,0,15549
20,C102,matrix_reasoning,test,19,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M020.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M020a.png,3,3,10322
21,C102,matrix_reasoning,test,20,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M021.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M021a.png,4,4,7259
22,C102,matrix_reasoning,test,21,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M022.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M022a.png,4,4,6172
23,C102,matrix_reasoning,test,22,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M023.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M023a.png,1,1,10912
24,C102,matrix_reasoning,test,23,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M024.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M024a.png,1,1,8353
25,C102,matrix_reasoning,test,24,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M025.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M025a.png,0,0,13649
26,C102,matrix_reasoning,test,25,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M026.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M026a.png,4,4,16980
27,C102,matrix_reasoning,test,26,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M027.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M027a.png,3,3,7010
28,C102,matrix_reasoning,test,27,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M028.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M028a.png,2,2,13110
29,C102,matrix_reasoning,test,28,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M029.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M029a.png,2,2,19217
30,C102,matrix_reasoning,test,29,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M030.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M030a.png,3,3,24330
31,C102,matrix_reasoning,test,30,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M031.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M031a.png,0,1,54754
32,C102,matrix_reasoning,test,31,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M032.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M032a.png,3,3,22479
33,C102,matrix_reasoning,test,32,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M033.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M033a.png,1,3,37512
34,C102,matrix_reasoning,test,33,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M034.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M034a.png,2,4,33937
35,C102,matrix_reasoning,test,34,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M035.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M035a.png,4,2,43121
0,F104,matrix_reasoning,practice,0,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MA.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MAa.png,1,1,3959
1,F104,matrix_reasoning,test,0,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M001.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M001a.png,1,1,1548
2,F104,matrix_reasoning,test,1,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M002.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M002a.png,3,3,2432
3,F104,matrix_reasoning,test,2,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M003.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M003a.png,1,1,1738
4,F104,matrix_reasoning,test,3,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M004.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M004a.png,3,3,2093
5,F104,matrix_reasoning,test,4,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M005.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M005a.png,2,2,2348
6,F104,matrix_reasoning,test,5,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M006.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M006a.png,0,0,2757
7,F104,matrix_reasoning,test,6,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M007.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M007a.png,0,0,2151
8,F104,matrix_reasoning,test,7,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M008.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M008a.png,2,2,1998
