,proband_id,test_name,phase,trialn,matrix,array,ans,rsp,rt
28,4385,matrix_reasoning,test,27,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M028.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M028a.png,2,3,17950
0,4386,matrix_reasoning,practice,0,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MA.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MAa.png,1,1,4446
1,4386,matrix_reasoning,test,0,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M001.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M001a.png,1,1,1966
2,4386,matrix_reasoning,test,1,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M002.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M002a.png,3,3,4398
3,4386,matrix_reasoning,test,2,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M003.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M003a.png,1,1,4700
4,4386,matrix_reasoning,test,3,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M004.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M004a.png,3,3,4562
5,4386,matrix_reasoning,test,4,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M005.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M005a.png,2,2,6380
6,4386,matrix_reasoning,test,5,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M006.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M006a.png,0,0,5386
7,4386,matrix_reasoning,test,6,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M007.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M007a.png,0,0,3162
8,4386,matrix_reasoning,test,7,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M008.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M008a.png,2,1,3433
9,4386,matrix_reasoning,test,8,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M009.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M009a.png,4,3,8075
10,4386,matrix_reasoning,test,9,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M010.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M010a.png,4,4,12820
11,4386,matrix_reasoning,test,10,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M011.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M011a.png,4,4,7269
12,4386,matrix_reasoning,test,11,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M012.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M012a.png,1,3,5560
13,4386,matrix_reasoning,test,12,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M013.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M013a.png,2,4,6360
14,4386,matrix_reasoning,test,13,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M014.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M014a.png,0,0,8037
15,4386,matrix_reasoning,test,14,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M015.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M015a.png,1,1,5212
16,4386,matrix_reasoning,test,15,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M016.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M016a.png,3,3,11072
17,4386,matrix_reasoning,test,16,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M017.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M017a.png,2,0,6976
18,4386,matrix_reasoning,test,17,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M018.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M018a.png,0,0,7271
19,4386,matrix_reasoning,test,18,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M019.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M019a.png,0,0,13634
20,4386,matrix_reasoning,test,19,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M020.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M020a.png,3,4,9851
21,4386,matrix_reasoning,test,20,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M021.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M021a.png,4,0,6414
22,4386,matrix_reasoning,test,21,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M022.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M022a.png,4,1,5368
23,4386,matrix_reasoning,test,22,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M023.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M023a.png,1,0,12420
0,4387,matrix_reasoning,practice,0,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MA.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MAa.png,1,1,3520
1,4387,matrix_reasoning,test,0,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M001.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M001a.png,1,1,2760
2,4387,matrix_reasoning,test,1,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M002.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M002a.png,3,3,3828
3,4387,matrix_reasoning,test,2,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M003.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M003a.png,1,1,2970
4,4387,matrix_reasoning,test,3,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M004.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M004a.png,3,3,2853
5,4387,matrix_reasoning,test,4,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M005.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M005a.png,2,2,3668
6,4387,matrix_reasoning,test,5,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M006.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M006a.png,0,0,11260
7,4387,matrix_reasoning,test,6,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M007.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M007a.png,0,0,2672
8,4387,matrix_reasoning,test,7,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M008.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M008a.png,2,2,5047
9,4387,matrix_reasoning,test,8,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M009.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M009a.png,4,4,4537
10,4387,matrix_reasoning,test,9,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M010.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M010a.png,4,4,3657
11,4387,matrix_reasoning,test,10,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M011.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M011a.png,4,4,6920
12,4387,matrix_reasoning,test,11,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M012.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M012a.png,1,1,6796
13,4387,matrix_reasoning,test,12,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M013.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M013a.png,2,2,5715
14,4387,matrix_reasoning,test,13,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M014.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M014a.png,0,0,8501
15,4387,matrix_reasoning,test,14,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M015.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M015a.png,1,1,3596
16,4387,matrix_reasoning,test,15,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M016.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M016a.png,3,4,5902
17,4387,matrix_reasoning,test,16,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M017.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M017a.png,2,2,13495
18,4387,matrix_reasoning,test,17,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M018.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M018a.png,0,0,4361
19,4387,matrix_reasoning,test,18,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M019.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M019a.png,0,0,11185
20,4387,matrix_reasoning,test,19,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M020.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M020a.png,3,3,15751
21,4387,matrix_reasoning,test,20,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M021.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M021a.png,4,4,6534
22,4387,matrix_reasoning,test,21,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M022.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M022a.png,4,4,18334
23,4387,matrix_reasoning,test,22,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M023.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M023a.png,1,1,12100
24,4387,matrix_reasoning,test,23,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M024.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M024a.png,1,1,14940
25,4387,matrix_reasoning,test,24,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M025.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M025a.png,0,4,10577
26,4387,matrix_reasoning,test,25,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M026.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M026a.png,4,0,12095
27,4387,matrix_reasoning,test,26,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M027.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M027a.png,3,3,16601
28,4387,matrix_reasoning,test,27,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M028.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M028a.png,2,2,19625
29,4387,matrix_reasoning,test,28,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M029.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M029a.png,2,1,20543
30,4387,matrix_reasoning,test,29,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M030.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M030a.png,3,0,10425
31,4387,matrix_reasoning,test,30,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M031.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M031a.png,0,4,23993
32,4387,matrix_reasoning,test,31,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M032.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M032a.png,3,3,13515
33,4387,matrix_reasoning,test,32,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M033.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M033a.png,1,4,8248
0,4388,matrix_reasoning,practice,0,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MA.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MAa.png,1,1,10475
1,4388,matrix_reasoning,test,0,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M001.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M001a.png,1,1,1811
2,4388,matrix_reasoning,test,1,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M002.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M002a.png,3,3,5443
3,4388,matrix_reasoning,test,2,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M003.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M003a.png,1,1,3533
4,4388,matrix_reasoning,test,3,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M004.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M004a.png,3,1,2123
5,4388,matrix_reasoning,test,4,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M005.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M005a.png,2,2,2762
6,4388,matrix_reasoning,test,5,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M006.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M006a.png,0,0,4227
7,4388,matrix_reasoning,test,6,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M007.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M007a.png,0,0,8975
8,4388,matrix_reasoning,test,7,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M008.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M008a.png,2,0,3072
9,4388,matrix_reasoning,test,8,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M009.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M009a.png,4,4,6952
10,4388,matrix_reasoning,test,9,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M010.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M010a.png,4,4,8967
11,4388,matrix_reasoning,test,10,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M011.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M011a.png,4,0,5346
12,4388,matrix_reasoning,test,11,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M012.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M012a.png,1,3,8570
13,4388,matrix_reasoning,test,12,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M013.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M013a.png,2,2,6645
14,4388,matrix_reasoning,test,13,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M014.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M014a.png,0,0,12594
15,4388,matrix_reasoning,test,14,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M015.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M015a.png,1,1,9968
16,4388,matrix_reasoning,test,15,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M016.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M016a.png,3,4,10564
17,4388,matrix_reasoning,test,16,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M017.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M017a.png,2,2,8657
18,4388,matrix_reasoning,test,17,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M018.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M018a.png,0,0,7049
19,4388,matrix_reasoning,test,18,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M019.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M019a.png,0,0,14224
20,4388,matrix_reasoning,test,19,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M020.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M020a.png,3,3,15238
21,4388,matrix_reasoning,test,20,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M021.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M021a.png,4,0,10601
22,4388,matrix_reasoning,test,21,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M022.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M022a.png,4,2,5834
23,4388,matrix_reasoning,test,22,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M023.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M023a.png,1,1,29791
24,4388,matrix_reasoning,test,23,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M024.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M024a.png,1,0,15880
25,4388,matrix_reasoning,test,24,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M025.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M025a.png,0,1,20478
0,4389,matrix_reasoning,practice,0,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MA.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MAa.png,1,1,4167
1,4389,matrix_reasoning,test,0,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M001.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M001a.png,1,1,1613
2,4389,matrix_reasoning,test,1,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M002.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M002a.png,3,3,3611
3,4389,matrix_reasoning,test,2,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M003.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M003a.png,1,1,2138
4,4389,matrix_reasoning,test,3,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M004.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M004a.png,3,3,3586
5,4389,matrix_reasoning,test,4,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M005.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M005a.png,2,2,3735
6,4389,matrix_reasoning,test,5,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M006.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M006a.png,0,0,2219
7,4389,matrix_reasoning,test,6,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M007.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M007a.png,0,0,3768
8,4389,matrix_reasoning,test,7,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M008.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M008a.png,2,2,3115
9,4389,matrix_reasoning,test,8,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M009.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M009a.png,4,4,3499
10,4389,matrix_reasoning,test,9,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M010.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M010a.png,4,2,2390
11,4389,matrix_reasoning,test,10,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M011.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M011a.png,4,4,5089
12,4389,matrix_reasoning,test,11,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M012.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M012a.png,1,1,3014
13,4389,matrix_reasoning,test,12,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M013.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M013a.png,2,4,2991
14,4389,matrix_reasoning,test,13,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M014.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M014a.png,0,2,9450
15,4389,matrix_reasoning,test,14,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M015.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M015a.png,1,1,4952
16,4389,matrix_reasoning,test,15,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M016.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M016a.png,3,3,7685
17,4389,matrix_reasoning,test,16,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M017.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M017a.png,2,2,8089
18,4389,matrix_reasoning,test,17,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M018.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M018a.png,0,0,2685
19,4389,matrix_reasoning,test,18,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M019.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M019a.png,0,0,9853
20,4389,matrix_reasoning,test,19,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M020.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M020a.png,3,3,8995
21,4389,matrix_reasoning,test,20,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M021.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M021a.png,4,4,6459
22,4389,matrix_reasoning,test,21,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M022.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M022a.png,4,4,13272
23,4389,matrix_reasoning,test,22,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M023.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M023a.png,1,1,17867
24,4389,matrix_reasoning,test,23,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M024.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M024a.png,1,4,12893
25,4389,matrix_reasoning,test,24,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M025.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M025a.png,0,0,8724
26,4389,matrix_reasoning,test,25,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M026.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M026a.png,4,4,10975
27,4389,matrix_reasoning,test,26,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M027.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M027a.png,3,3,25513
28,4389,matrix_reasoning,test,27,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M028.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M028a.png,2,2,24317
29,4389,matrix_reasoning,test,28,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M029.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M029a.png,2,1,11715
30,4389,matrix_reasoning,test,29,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M030.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M030a.png,3,4,25507
31,4389,matrix_reasoning,test,30,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M031.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M031a.png,0,0,27473
32,4389,matrix_reasoning,test,31,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M032.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M032a.png,3,2,15763
33,4389,matrix_reasoning,test,32,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M033.png,c:\Charlie\charlie\stimuli\visual\matrix_reasoning\M033a.png,1,4,38821
0,4390,matrix_reasoning,practice,0,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MA.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\prac_MAa.png,1,1,3375
1,4390,matrix_reasoning,test,0,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M001.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M001a.png,1,1,3213
2,4390,matrix_reasoning,test,1,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M002.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M002a.png,3,3,4306
3,4390,matrix_reasoning,test,2,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M003.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M003a.png,1,1,3872
4,4390,matrix_reasoning,test,3,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M004.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M004a.png,3,3,2837
5,4390,matrix_reasoning,test,4,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M005.png,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\matrix_reasoning\M005a.png,2,2,4594
