,overall_ntrials,overall_ncorrect,overall_rt_mean,overall_rt_mean_outrmvd,overall_rt_outrmvd,overall_dprime,overall_criterion,overall_N,overall_S,overall_H,overall_F,predictable_ntrials,predictable_ncorrect,predictable_rt_mean,predictable_rt_mean_outrmvd,predictable_rt_outrmvd,predictable_dprime,predictable_criterion,predictable_N,predictable_S,predictable_H,predictable_F,predictable_non-switch_ntrials,predictable_non-switch_ncorrect,predictable_non-switch_rt_mean,predictable_non-switch_rt_mean_outrmvd,predictable_non-switch_rt_outrmvd,predictable_non-switch_dprime,predictable_non-switch_criterion,predictable_non-switch_N,predictable_non-switch_S,predictable_non-switch_H,predictable_non-switch_F,predictable_switch_ntrials,predictable_switch_ncorrect,predictable_switch_rt_mean,predictable_switch_rt_mean_outrmvd,predictable_switch_rt_outrmvd,predictable_switch_dprime,predictable_switch_criterion,predictable_switch_N,predictable_switch_S,predictable_switch_H,predictable_switch_F,random_ntrials,random_ncorrect,random_rt_mean,random_rt_mean_outrmvd,random_rt_outrmvd,random_dprime,random_criterion,random_N,random_S,random_H,random_F,random_non-switch_ntrials,random_non-switch_ncorrect,random_non-switch_rt_mean,random_non-switch_rt_mean_outrmvd,random_non-switch_rt_outrmvd,random_non-switch_dprime,random_non-switch_criterion,random_non-switch_N,random_non-switch_S,random_non-switch_H,random_non-switch_F,random_switch_ntrials,random_switch_ncorrect,random_switch_rt_mean,random_switch_rt_mean_outrmvd,random_switch_rt_outrmvd,random_switch_dprime,random_switch_criterion,random_switch_N,random_switch_S,random_switch_H,random_switch_F,stroop_ncorrect,stroop_dprime,stroop_rt_mean_outrmvd,cost_predictable_ncorrect,cost_predictable_dprime,cost_predictable_rt_mean_outrmvd,cost_random_ncorrect,cost_random_dprime,cost_random_rt_mean_outrmvd,group
4389,202.0,198.0,1251.55555556,1200.34715026,5.0,4.34206649248,0.397802481496,97.0,105.0,101.0,0.0,101.0,100.0,1228.38,1164.29896907,3.0,4.39624970494,0.128223021573,49.0,52.0,51.0,0.0,50.0,49.0,1044.3877551,994.875,1.0,3.82298969296,0.12533928522,23.0,27.0,26.0,0.0,50.0,50.0,1411.66,1335.47916667,2.0,4.13910447666,0.0158033277,26.0,24.0,24.0,0.0,101.0,98.0,1275.20408163,1236.77083333,2.0,3.90269720853,0.367409366713,48.0,53.0,50.0,0.0,50.0,48.0,1129.64583333,1043.10869565,2.0,3.48293772462,0.295365269392,23.0,27.0,25.0,0.0,50.0,49.0,1418.30612245,1418.30612245,0.0,3.82257394915,0.142461936057,24.0,26.0,25.0,0.0,26.0,0.20970598595,-17.7526455026,1.0,0.316114783701,340.604166667,1.0,0.339636224531,375.197426797,control
4390,202.0,200.0,1219.67,1187.26530612,4.0,4.64266426224,0.247503596621,97.0,105.0,103.0,0.0,101.0,101.0,1223.62376238,1187.13131313,2.0,4.67447807477,-0.0108911633453,49.0,52.0,52.0,0.0,50.0,50.0,1079.24,1055.95918367,1.0,4.13699962455,-0.0316656805715,23.0,27.0,27.0,0.0,50.0,50.0,1329.48,1297.2244898,1.0,4.13910447666,0.0158033277,26.0,24.0,24.0,0.0,101.0,99.0,1215.63636364,1200.89795918,1.0,4.09634504605,0.270585447952,48.0,53.0,51.0,0.0,50.0,50.0,1126.24,1094.93877551,1.0,4.13699962455,-0.0316656805715,23.0,27.0,27.0,0.0,50.0,48.0,1305.3125,1305.3125,0.0,3.4798257829,0.313836019179,24.0,26.0,24.0,0.0,28.0,0.780448847316,-181.355987395,0.0,0.00210485211779,241.265306122,-2.0,-0.657173841641,210.37372449,control
4391,202.0,196.0,801.974489796,776.703125,4.0,3.97463893662,-0.357278239158,97.0,105.0,104.0,5.0,101.0,98.0,828.520408163,799.114583333,2.0,3.89270568629,-0.401777357584,49.0,52.0,52.0,3.0,50.0,49.0,722.489795918,683.375,1.0,3.81184079935,-0.194245093167,23.0,27.0,27.0,1.0,50.0,48.0,940.895833333,920.914893617,1.0,3.4798257829,-0.313836019179,26.0,24.0,24.0,2.0,101.0,98.0,775.428571429,763.835051546,1.0,3.80937687436,-0.173024041059,48.0,53.0,52.0,2.0,50.0,48.0,730.0,705.106382979,1.0,3.49783086777,-0.0372401273757,23.0,27.0,26.0,1.0,50.0,49.0,817.183673469,817.183673469,0.0,3.81701996215,-0.176845584955,24.0,26.0,26.0,1.0,32.0,1.57585542786,-63.1895228562,-1.0,-0.33201501645,237.539893617,1.0,0.319189094383,112.077290491,control
4392,202.0,197.0,2269.02538071,2156.94329897,3.0,4.08110471272,-0.304045351112,97.0,105.0,104.0,4.0,101.0,99.0,2142.15151515,2038.07216495,2.0,4.08942080076,-0.303419800353,49.0,52.0,52.0,2.0,50.0,48.0,1392.625,1298.40425532,1.0,3.45990287678,-0.370214054453,23.0,27.0,27.0,2.0,50.0,50.0,2758.94,2670.34693878,1.0,4.13910447666,0.0158033277,26.0,24.0,24.0,0.0,101.0,98.0,2397.19387755,2172.35789474,3.0,3.80937687436,-0.173024041059,48.0,53.0,52.0,2.0,50.0,49.0,2318.14285714,2135.1875,1.0,3.81184079935,-0.194245093167,23.0,27.0,27.0,1.0,50.0,48.0,2381.79166667,2233.08510638,1.0,3.50048943464,-0.0185803211982,24.0,26.0,25.0,1.0,31.0,1.44465324269,263.338249754,2.0,0.679201599881,1371.94268346,-1.0,-0.311351364713,97.897606383,control
4393,202.0,193.0,778.652849741,741.111702128,5.0,3.44654843272,0.144054697078,97.0,105.0,99.0,3.0,101.0,98.0,806.785714286,758.568421053,3.0,3.90079283926,0.375951454412,49.0,52.0,49.0,0.0,50.0,48.0,655.645833333,632.361702128,1.0,3.48293772462,0.295365269392,23.0,27.0,25.0,0.0,50.0,49.0,959.673469388,899.659574468,2.0,3.81701996215,0.176845584955,26.0,24.0,23.0,0.0,101.0,95.0,749.631578947,712.010869565,3.0,3.1180597819,-0.0249093465993,48.0,53.0,50.0,3.0,50.0,46.0,615.02173913,615.02173913,0.0,2.93231565536,0.245517478831,23.0,27.0,24.0,1.0,50.0,48.0,881.958333333,834.434782609,2.0,3.46834969313,-0.351180719466,24.0,26.0,26.0,2.0,35.0,2.17315808863,-167.76013986,1.0,0.334082237535,267.29787234,2.0,0.536034037775,219.413043478,control
4394,202.0,197.0,1056.61928934,1002.15625,5.0,4.22595541855,-0.482936480119,97.0,105.0,105.0,5.0,101.0,98.0,1122.23469388,1070.51041667,2.0,3.89270568629,-0.401777357584,49.0,52.0,52.0,3.0,50.0,50.0,1098.12,993.666666667,2.0,4.13699962455,-0.0316656805715,23.0,27.0,27.0,0.0,50.0,47.0,1125.59574468,1101.15217391,1.0,3.25212861294,-0.427684604162,26.0,24.0,24.0,3.0,101.0,99.0,991.666666667,950.257731959,2.0,4.08674840562,-0.311709806686,48.0,53.0,53.0,2.0,50.0,50.0,861.64,841.06122449,1.0,4.13699962455,-0.0316656805715,23.0,27.0,27.0,0.0,50.0,48.0,1109.64583333,1027.45652174,2.0,3.46834969313,-0.351180719466,24.0,26.0,26.0,2.0,31.0,1.29393158859,-24.7832892416,-3.0,-0.884871011607,107.485507246,-2.0,-0.668649931413,186.395297249,control
4395,202.0,151.0,737.417218543,692.040816327,4.0,1.33480156848,0.0152217978962,97.0,105.0,78.0,24.0,101.0,73.0,806.506849315,759.788732394,2.0,1.18108992653,-0.0245961413316,49.0,52.0,38.0,14.0,50.0,34.0,743.323529412,743.323529412,0.0,0.942663513167,0.0406044572879,23.0,27.0,18.0,7.0,50.0,38.0,810.052631579,774.918918919,1.0,1.4273589061,-0.098538348452,26.0,24.0,19.0,7.0,101.0,78.0,672.756410256,612.466666667,3.0,1.50162661648,0.0614044932607,48.0,53.0,40.0,10.0,50.0,40.0,638.1,607.025641026,1.0,1.76996898084,0.239353741146,23.0,27.0,20.0,3.0,50.0,37.0,655.432432432,618.361111111,1.0,1.28483820007,-0.093896817339,24.0,26.0,20.0,7.0,75.0,4.83529318896,-81.8130424002,4.0,0.484695392929,31.5953895072,-3.0,-0.48513078077,11.3354700855,control
4396,202.0,154.0,1146.9025974,1076.68,4.0,1.4257671899,-0.0625301121951,97.0,105.0,82.0,25.0,101.0,67.0,891.432835821,796.4,2.0,0.842023899103,-0.0274135337545,49.0,52.0,35.0,17.0,50.0,31.0,796.193548387,682.066666667,1.0,0.606793634834,-0.0274757543092,23.0,27.0,17.0,9.0,50.0,35.0,894.4,838.941176471,1.0,1.05092450607,-0.0230600296624,26.0,24.0,17.0,8.0,101.0,87.0,1343.64367816,1291.01176471,2.0,2.17706669248,-0.12111178014,48.0,53.0,47.0,8.0,50.0,44.0,1254.40909091,1200.09302326,1.0,2.40414617881,0.157664294533,23.0,27.0,23.0,2.0,50.0,42.0,1419.5952381,1419.5952381,0.0,2.10056662247,-0.375793561038,24.0,26.0,24.0,6.0,42.0,1.51200730534,-251.505639098,4.0,0.444130871237,156.874509804,-2.0,-0.303579556342,219.502214839,control
4397,202.0,194.0,843.871134021,824.010416667,2.0,3.61320940964,-0.267223829675,97.0,105.0,103.0,6.0,101.0,99.0,903.292929293,865.206185567,2.0,4.08942080076,-0.303419800353,49.0,52.0,52.0,2.0,50.0,49.0,728.204081633,705.25,1.0,3.81184079935,-0.194245093167,23.0,27.0,27.0,1.0,50.0,49.0,1039.46938776,1005.0625,1.0,3.82257394915,-0.142461936057,26.0,24.0,24.0,1.0,101.0,95.0,781.947368421,769.723404255,1.0,3.16058120217,-0.197296473986,48.0,53.0,51.0,4.0,50.0,49.0,702.102040816,702.102040816,0.0,3.82298969296,0.12533928522,23.0,27.0,26.0,0.0,50.0,45.0,851.377777778,826.840909091,1.0,2.73624660462,-0.400701736209,24.0,26.0,25.0,4.0,34.0,1.99494115432,-76.2919233785,0.0,0.0107331497963,299.8125,-4.0,-1.08674308834,124.738868275,control
4398,202.0,184.0,953.809782609,926.283333333,4.0,2.6977913184,0.0397239424152,97.0,105.0,95.0,8.0,101.0,89.0,1063.86516854,1063.86516854,0.0,2.37484415903,0.082586335554,49.0,52.0,45.0,5.0,50.0,44.0,836.181818182,836.181818182,0.0,2.34497858042,-0.0481510586394,23.0,27.0,24.0,3.0,50.0,44.0,1266.40909091,1266.40909091,0.0,2.39349843837,0.229327653086,26.0,24.0,20.0,2.0,101.0,95.0,850.705263158,824.097826087,3.0,3.1180597819,-0.0249093465993,48.0,53.0,50.0,3.0,50.0,48.0,727.770833333,717.085106383,1.0,3.49783086777,-0.0372401273757,23.0,27.0,26.0,1.0,50.0,46.0,977.260869565,977.260869565,0.0,2.80907099937,-0.0215413725861,24.0,26.0,24.0,2.0,28.0,0.517070364399,-115.143606394,0.0,0.0485198579586,430.227272727,-2.0,-0.688759868397,260.175763182,control
4399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control
4401,202.0,199.0,1478.29145729,1386.28350515,5.0,4.47105222352,0.333309615978,97.0,105.0,102.0,0.0,101.0,100.0,1556.01,1406.77083333,4.0,4.39624970494,0.128223021573,49.0,52.0,51.0,0.0,50.0,50.0,1324.08,1247.2244898,1.0,4.13699962455,-0.0316656805715,23.0,27.0,27.0,0.0,50.0,49.0,1722.36734694,1573.10638298,2.0,3.81701996215,0.176845584955,26.0,24.0,23.0,0.0,101.0,99.0,1399.78787879,1308.73958333,3.0,4.09634504605,0.270585447952,48.0,53.0,51.0,0.0,50.0,49.0,1119.08163265,1033.08510638,2.0,3.82298969296,0.12533928522,23.0,27.0,26.0,0.0,50.0,49.0,1621.30612245,1557.375,1.0,3.82257394915,0.142461936057,24.0,26.0,25.0,0.0,27.0,0.506273985453,-46.1153340635,-1.0,-0.319979662392,325.881893183,0.0,-0.000415743811935,524.289893617,control
4402,202.0,145.0,1530.82758621,1407.52816901,3.0,1.15085359139,-0.106574557446,97.0,105.0,79.0,31.0,101.0,81.0,1557.86419753,1485.3375,1.0,1.7107096869,-0.164721389337,49.0,52.0,44.0,12.0,50.0,40.0,1406.05,1321.84615385,1.0,1.73257656272,-0.354352067488,23.0,27.0,24.0,7.0,50.0,40.0,1564.625,1564.625,0.0,1.68164157479,0.0286029858945,26.0,24.0,19.0,5.0,101.0,64.0,1496.609375,1377.01587302,1.0,0.677640204756,-0.0746731255522,48.0,53.0,35.0,19.0,50.0,32.0,975.65625,975.65625,0.0,0.746155407786,0.138858509978,23.0,27.0,16.0,7.0,50.0,31.0,1791.32258065,1791.32258065,0.0,0.615141104596,-0.307570552298,24.0,26.0,19.0,12.0,63.0,2.98202670238,47.8375222138,0.0,-0.0509349879299,242.778846154,-1.0,-0.13101430319,815.666330645,patient
4403,202.0,148.0,1455.01351351,1346.05555556,4.0,1.2416735853,-0.00208893055969,97.0,105.0,77.0,26.0,101.0,77.0,1778.67532468,1714.31578947,1.0,1.43160704777,0.0413137736874,49.0,52.0,39.0,11.0,50.0,36.0,1768.69444444,1768.69444444,0.0,1.17574970501,0.0527920374164,23.0,27.0,19.0,6.0,50.0,40.0,1788.375,1663.20512821,1.0,1.68164157479,0.0286029858945,26.0,24.0,19.0,5.0,101.0,71.0,1104.0,1054.98550725,2.0,1.06267306746,-0.0425601226168,48.0,53.0,38.0,15.0,50.0,36.0,1091.47222222,1091.47222222,0.0,1.15756696315,-0.0668472677023,23.0,27.0,20.0,7.0,50.0,34.0,1097.67647059,1045.78787879,1.0,0.933129522669,-0.0358374620389,24.0,26.0,18.0,8.0,74.0,4.32877900446,-571.774109015,4.0,0.505891869783,-105.489316239,-2.0,-0.224437440478,-45.6843434343,control
4404,202.0,198.0,1391.81313131,1331.36923077,3.0,4.33242119464,-0.429703592073,97.0,105.0,105.0,4.0,101.0,99.0,1324.14141414,1257.20618557,2.0,4.08942080076,-0.303419800353,49.0,52.0,52.0,2.0,50.0,48.0,936.3125,884.531914894,1.0,3.45990287678,-0.370214054453,23.0,27.0,27.0,2.0,50.0,50.0,1676.34,1602.16326531,1.0,4.13910447666,0.0158033277,26.0,24.0,24.0,0.0,101.0,99.0,1459.48484848,1379.77319588,2.0,4.08674840562,-0.311709806686,48.0,53.0,53.0,2.0,50.0,50.0,1117.86,1075.16326531,1.0,4.13699962455,-0.0316656805715,23.0,27.0,27.0,0.0,50.0,48.0,1738.875,1658.40425532,1.0,3.46834969313,-0.351180719466,24.0,26.0,26.0,2.0,28.0,0.730574636161,-319.715076522,2.0,0.679201599881,717.631350413,-2.0,-0.668649931413,583.240990013,control
4409,202.0,188.0,2308.53191489,2062.81621622,3.0,2.9678391209,-0.0952999588337,97.0,105.0,99.0,8.0,101.0,97.0,2197.94845361,1838.30526316,2.0,3.51011563854,-0.0137672192468,49.0,52.0,50.0,2.0,50.0,47.0,1518.76595745,1443.52173913,1.0,3.15777889943,0.132785856796,23.0,27.0,25.0,1.0,50.0,49.0,2867.12244898,2375.97916667,1.0,3.82257394915,-0.142461936057,26.0,24.0,24.0,1.0,101.0,91.0,2426.40659341,2230.58426966,2.0,2.58655656153,-0.142928900389,48.0,53.0,49.0,6.0,50.0,47.0,1880.53191489,1809.02173913,1.0,3.15777889943,0.132785856796,23.0,27.0,25.0,1.0,50.0,43.0,3009.48837209,2752.07142857,1.0,2.23829467377,-0.306929535386,24.0,26.0,24.0,5.0,38.0,2.40392540663,-577.990909091,2.0,0.664795049723,932.457427536,-4.0,-0.919484225655,943.049689441,control
4410,202.0,192.0,947.203125,917.37037037,3.0,3.47230989675,0.304983039743,97.0,105.0,97.0,2.0,101.0,101.0,985.495049505,950.56122449,3.0,4.67447807477,-0.0108911633453,49.0,52.0,52.0,0.0,50.0,50.0,827.64,777.125,2.0,4.13699962455,-0.0316656805715,23.0,27.0,27.0,0.0,50.0,50.0,1140.46,1099.85416667,2.0,4.13910447666,0.0158033277,26.0,24.0,24.0,0.0,101.0,91.0,904.703296703,839.181818182,3.0,2.76406008129,0.349634355479,48.0,53.0,45.0,2.0,50.0,44.0,682.795454545,682.795454545,0.0,2.60745512539,0.407947743813,23.0,27.0,22.0,1.0,50.0,46.0,1094.67391304,1007.61363636,2.0,2.93004409843,0.266642346908,24.0,26.0,23.0,1.0,32.0,1.2002527799,-80.6123265114,0.0,0.00210485211779,322.729166667,2.0,0.322588973036,324.818181818,
4411,202.0,194.0,1578.40721649,1477.65625,2.0,3.80445282402,-0.442371295459,97.0,105.0,104.0,7.0,101.0,97.0,1610.42268041,1503.41489362,3.0,3.7423034096,-0.476978495931,49.0,52.0,52.0,4.0,50.0,48.0,1191.41666667,1115.70212766,1.0,3.45990287678,-0.370214054453,23.0,27.0,27.0,2.0,50.0,48.0,1952.97916667,1891.12765957,1.0,3.4798257829,-0.313836019179,26.0,24.0,24.0,2.0,101.0,97.0,1546.39175258,1342.09473684,2.0,3.61183302259,-0.271795966944,48.0,53.0,52.0,3.0,50.0,47.0,1111.38297872,972.47826087,1.0,3.1458929452,-0.213209088661,23.0,27.0,26.0,2.0,50.0,49.0,1969.48979592,1698.02083333,1.0,3.81701996215,-0.176845584955,24.0,26.0,26.0,1.0,34.0,1.79161551717,77.2648056058,0.0,0.0199229061216,775.425531915,2.0,0.671127016954,725.542572464,control
4412,202.0,197.0,1306.02030457,1267.7628866,3.0,3.94115744794,-0.103249810528,97.0,105.0,103.0,3.0,101.0,100.0,1399.78,1326.16494845,3.0,4.3935211906,-0.151369605429,49.0,52.0,52.0,1.0,50.0,49.0,1003.91836735,1003.91836735,0.0,3.81184079935,-0.194245093167,23.0,27.0,27.0,1.0,50.0,50.0,1777.32,1777.32,0.0,4.13910447666,0.0158033277,26.0,24.0,24.0,0.0,101.0,97.0,1209.36082474,1193.625,1.0,3.5092514712,-0.0229613394756,48.0,53.0,51.0,2.0,50.0,48.0,948.416666667,914.978723404,1.0,3.49783086777,-0.0372401273757,23.0,27.0,26.0,1.0,50.0,48.0,1469.4375,1469.4375,0.0,3.50048943464,-0.0185803211982,24.0,26.0,25.0,1.0,31.0,1.59184307288,-27.5969076655,1.0,0.327263677309,773.401632653,0.0,0.00265856687015,554.458776596,control
4413,202.0,200.0,1641.16,1584.85714286,4.0,4.64266426224,0.247503596621,97.0,105.0,103.0,0.0,101.0,101.0,1733.48514851,1667.5959596,2.0,4.67447807477,-0.0108911633453,49.0,52.0,52.0,0.0,50.0,50.0,1408.1,1346.02040816,1.0,4.13699962455,-0.0316656805715,23.0,27.0,27.0,0.0,50.0,50.0,2065.34,1994.42857143,1.0,4.13910447666,0.0158033277,26.0,24.0,24.0,0.0,101.0,99.0,1546.96969697,1508.95876289,2.0,4.09634504605,0.270585447952,48.0,53.0,51.0,0.0,50.0,50.0,1395.68,1355.36734694,1.0,4.13699962455,-0.0316656805715,23.0,27.0,27.0,0.0,50.0,48.0,1665.75,1665.75,0.0,3.4798257829,0.313836019179,24.0,26.0,24.0,0.0,28.0,0.780448847316,-69.9791666667,0.0,0.00210485211779,648.408163265,-2.0,-0.657173841641,310.382653061,patient
4414,202.0,180.0,1002.17777778,957.727272727,4.0,2.49939121825,0.13892399249,97.0,105.0,91.0,8.0,101.0,92.0,1076.92391304,1035.28888889,2.0,2.69608528734,-0.0780342286014,49.0,52.0,48.0,5.0,50.0,47.0,1114.31914894,1072.0,1.0,3.1458929452,-0.213209088661,23.0,27.0,26.0,2.0,50.0,44.0,1023.95454545,989.627906977,1.0,2.34872908268,0.0240151609655,26.0,24.0,21.0,3.0,101.0,88.0,924.034090909,876.558139535,2.0,2.41689435987,0.325673364418,48.0,53.0,43.0,3.0,50.0,45.0,828.755555556,782.340909091,1.0,2.75608410138,0.333633255819,23.0,27.0,23.0,1.0,50.0,42.0,1022.4047619,972.707317073,1.0,2.11931004448,0.323339104862,24.0,26.0,20.0,2.0,30.0,0.754204832426,-140.025437202,-3.0,-0.797163862517,-82.3720930233,-3.0,-0.636774056906,190.366407982,
4415,202.0,198.0,1133.85858586,1079.18041237,4.0,4.11496652262,-0.0163452731888,97.0,105.0,103.0,2.0,101.0,100.0,1185.08,1115.36734694,2.0,4.3935211906,-0.151369605429,49.0,52.0,52.0,1.0,50.0,50.0,1056.64,1023.91836735,1.0,4.13699962455,-0.0316656805715,23.0,27.0,27.0,0.0,50.0,49.0,1321.14285714,1181.57446809,2.0,3.82257394915,-0.142461936057,26.0,24.0,24.0,1.0,101.0,98.0,1081.59183673,1047.64583333,2.0,3.81442120677,0.129623528314,48.0,53.0,51.0,1.0,50.0,49.0,1018.42857143,946.404255319,2.0,3.81184079935,-0.194245093167,23.0,27.0,27.0,1.0,50.0,48.0,1132.14583333,1132.14583333,0.0,3.4798257829,0.313836019179,24.0,26.0,24.0,0.0,30.0,1.38652091687,-154.899311532,-1.0,-0.314425675395,157.656100738,-1.0,-0.33201501645,185.741578014,
4416,202.0,189.0,855.920634921,821.821621622,4.0,3.03907463584,-0.0596822013654,97.0,105.0,99.0,7.0,101.0,95.0,883.526315789,845.215053763,2.0,3.11902045078,-0.0149347398269,49.0,52.0,49.0,3.0,50.0,47.0,700.872340426,662.847826087,1.0,3.15777889943,0.132785856796,23.0,27.0,25.0,1.0,50.0,47.0,1066.89361702,1027.47826087,1.0,3.1577412684,-0.152793761925,26.0,24.0,23.0,2.0,101.0,94.0,828.021276596,784.978021978,3.0,2.96693336465,-0.100472555225,48.0,53.0,50.0,4.0,50.0,47.0,721.531914894,692.652173913,1.0,3.15777889943,0.132785856796,23.0,27.0,25.0,1.0,50.0,46.0,940.043478261,883.886363636,2.0,2.91917441889,-0.309237829071,24.0,26.0,25.0,3.0,37.0,2.30208130821,-81.7823423423,0.0,-3.76310328112e-05,364.630434783,-1.0,-0.238604480533,191.234189723,
4422,202.0,190.0,826.752631579,784.897849462,4.0,3.1282463105,-0.104268038697,97.0,105.0,100.0,7.0,101.0,99.0,842.292929293,809.453608247,2.0,4.08942080076,-0.303419800353,49.0,52.0,52.0,2.0,50.0,48.0,763.625,742.425531915,1.0,3.45990287678,-0.370214054453,23.0,27.0,27.0,2.0,50.0,50.0,915.46,852.145833333,2.0,4.13910447666,0.0158033277,26.0,24.0,24.0,0.0,101.0,91.0,809.846153846,758.134831461,2.0,2.57265785253,-0.0281673652024,48.0,53.0,48.0,5.0,50.0,45.0,756.511111111,685.727272727,1.0,2.57044182449,-0.160882680675,23.0,27.0,25.0,3.0,50.0,45.0,866.288888889,832.545454545,1.0,2.58137382941,0.0923072123969,24.0,26.0,23.0,2.0,36.0,2.1712806599,-170.196396396,2.0,0.679201599881,109.720301418,0.0,0.0109320049207,146.818181818,
4424,202.0,146.0,1412.0,1282.3943662,4.0,1.18469668402,0.0263995200789,97.0,105.0,75.0,26.0,101.0,79.0,1536.01265823,1400.96103896,2.0,1.57594382987,0.113482164739,49.0,52.0,39.0,9.0,50.0,39.0,1273.92307692,1273.92307692,0.0,1.54574348531,0.00816206886816,23.0,27.0,21.0,5.0,50.0,39.0,1696.69230769,1531.34210526,1.0,1.56859851548,0.235776975044,26.0,24.0,17.0,4.0,101.0,67.0,1265.7761194,1141.93846154,2.0,0.839684807142,-0.0457469933731,48.0,53.0,36.0,17.0,50.0,32.0,1135.96875,1062.93548387,1.0,0.706648362403,-0.0774031180937,23.0,27.0,18.0,9.0,50.0,34.0,1351.91176471,1219.51515152,1.0,0.933129522669,-0.0358374620389,24.0,26.0,18.0,8.0,42.0,1.41684076577,-284.566283035,0.0,0.0228550301752,257.41902834,2.0,0.226481160265,156.579667644,
4426,202.0,201.0,1229.52736318,1176.80612245,5.0,4.91081142485,-0.140508476966,97.0,105.0,105.0,1.0,101.0,101.0,1394.33663366,1346.83838384,2.0,4.67447807477,-0.0108911633453,49.0,52.0,52.0,0.0,50.0,50.0,1181.06,1123.71428571,1.0,4.13699962455,-0.0316656805715,23.0,27.0,27.0,0.0,50.0,50.0,1590.5,1551.53061224,1.0,4.13910447666,0.0158033277,26.0,24.0,24.0,0.0,101.0,100.0,1063.07,1031.60204082,2.0,4.39191814119,-0.159124938896,48.0,53.0,53.0,1.0,50.0,49.0,897.612244898,869.416666667,1.0,3.81184079935,-0.194245093167,23.0,27.0,27.0,1.0,50.0,50.0,1203.46,1169.04081633,1.0,4.13910447666,-0.0158033277,24.0,26.0,26.0,0.0,25.0,-0.0808195894028,-189.924451411,0.0,0.00210485211779,427.816326531,1.0,0.327263677309,299.62414966,
A109,202.0,198.0,1045.76262626,1011.6377551,2.0,4.11496652262,-0.0163452731888,97.0,105.0,103.0,2.0,101.0,99.0,978.868686869,949.350515464,2.0,4.08942080076,-0.303419800353,49.0,52.0,52.0,2.0,50.0,49.0,773.551020408,751.958333333,1.0,3.81184079935,-0.194245093167,23.0,27.0,27.0,1.0,50.0,49.0,1168.85714286,1168.85714286,0.0,3.82257394915,-0.142461936057,26.0,24.0,24.0,1.0,101.0,99.0,1112.65656566,1063.90816327,1.0,4.09634504605,0.270585447952,48.0,53.0,51.0,0.0,50.0,49.0,884.326530612,884.326530612,0.0,3.82298969296,0.12533928522,23.0,27.0,26.0,0.0,50.0,49.0,1243.48979592,1209.1875,1.0,3.82257394915,0.142461936057,24.0,26.0,25.0,0.0,28.0,0.807176319425,26.4523809524,0.0,0.0107331497963,416.898809524,0.0,-0.000415743811935,324.860969388,pilot
A110,202.0,191.0,753.811518325,704.505376344,5.0,3.2330858813,-0.156687824097,97.0,105.0,101.0,7.0,101.0,99.0,829.414141414,778.268041237,2.0,4.11529282077,-0.0122554205109,49.0,52.0,51.0,1.0,50.0,48.0,703.625,637.260869565,2.0,3.49783086777,-0.0372401273757,23.0,27.0,26.0,1.0,50.0,50.0,930.36,864.040816327,1.0,4.13910447666,0.0158033277,26.0,24.0,24.0,0.0,101.0,92.0,672.456521739,640.179775281,3.0,2.73428861793,-0.216794928588,48.0,53.0,50.0,6.0,50.0,45.0,556.244444444,546.159090909,1.0,2.57044182449,-0.160882680675,23.0,27.0,25.0,3.0,50.0,46.0,757.717391304,726.022727273,2.0,2.91917441889,-0.309237829071,24.0,26.0,25.0,3.0,37.0,2.44545552177,-158.153588517,2.0,0.641273608893,226.779946761,1.0,0.348732594408,179.863636364,pilot
C102,202.0,196.0,924.683673469,881.715789474,6.0,3.81033553974,-0.168660764625,97.0,105.0,103.0,4.0,101.0,98.0,978.959183673,936.915789474,3.0,3.89270568629,-0.401777357584,49.0,52.0,52.0,3.0,50.0,49.0,846.183673469,826.520833333,1.0,3.81184079935,-0.194245093167,23.0,27.0,27.0,1.0,50.0,48.0,1114.0625,1056.39130435,2.0,3.4798257829,-0.313836019179,26.0,24.0,24.0,2.0,101.0,98.0,870.408163265,826.842105263,3.0,3.81442120677,0.129623528314,48.0,53.0,51.0,1.0,50.0,49.0,735.102040816,721.854166667,1.0,3.82298969296,0.12533928522,23.0,27.0,26.0,0.0,50.0,48.0,1006.66666667,968.936170213,1.0,3.50048943464,-0.0185803211982,24.0,26.0,25.0,1.0,32.0,1.74982297827,-168.442857143,-1.0,-0.33201501645,229.870471014,-1.0,-0.322500258322,247.082003546,pilot
